filepath,label,label_id
data/dataset_filtered\Cucumber__healthy\IMG20200629183005.jpg,Cucumber__healthy,10
data/dataset_filtered\Tomato__healthy\1a939012-5b9b-4dfa-aeda-ba97ec857903___GH_HL_Leaf_278.jpg,Tomato__healthy,42
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\053c2c95-1110-4d4e-98d1-e189858deb3f___Com.G_SpM_FL_8449.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Rice___Healthy\IMG_20190424_131723.jpg,Rice___Healthy,25
data/dataset_filtered\Potato___Early_blight\8c01f338-2648-4bcf-99cb-853978b39014___RS_Early.B_6742.jpg,Potato___Early_blight,23
data/dataset_filtered\Orange__Healthy\translation_Screen_Shot_2018-06-12_at_11.52.40_PM.png,Orange__Healthy,17
data/dataset_filtered\Grape__black_rot\Grape_Black_rot11218.jpg,Grape__black_rot,12
data/dataset_filtered\Mango__healthy\38.jpg,Mango__healthy,16
data/dataset_filtered\Potato___Early_blight\12f7b8bd-7aab-48de-ba2e-d2562408542f___RS_Early.B_7386.jpg,Potato___Early_blight,23
data/dataset_filtered\Rice___Neck_Blast\IMG20201109184901_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Tomato__target_spot\258b3066-17f2-4cd0-967b-8c1f7b2bedf4___Com.G_TgS_FL_9860.jpg,Tomato__target_spot,45
data/dataset_filtered\Tomato__septoria_leaf_spot\1f7fb33a-b74e-465c-ac76-8c3866931a3d___Keller.St_CG_2011.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(812).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Banana__Healthy\Banana__Healthy_augmented_143.jpg,Banana__Healthy,3
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\67b7c85c-f6e2-419f-b3a7-20bcae8c3afa___UF.GRC_YLCV_Lab_01429.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Strawberry__Rotten\rottenStrawberry_(216).jpg,Strawberry__Rotten,31
data/dataset_filtered\Corn___Healthy\image_(1054).jpg,Corn___Healthy,8
data/dataset_filtered\Mango__Rotten\981.jpg,Mango__Rotten,15
data/dataset_filtered\Cherry__healthy\94070a24-1b16-4696-b051-b01d4ca0b59a___JR_HL_4022.jpg,Cherry__healthy,5
data/dataset_filtered\Soybean__healthy\f8ab1a01-10af-483e-a910-128dcd499569___RS_HL_3910.jpg,Soybean__healthy,30
data/dataset_filtered\Tomato_Bacterial_spot\40acb575-35f9-4d8b-be67-2ec5fe86aee9___GCREC_Bact.Sp_3551.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Banana__Healthy\rotated_by_45_Screen_Shot_2018-06-12_at_9.47.46_PM.png,Banana__Healthy,3
data/dataset_filtered\Cherry__healthy\e17d011f-33b9-42bf-ae5d-8cff49ff2cdc___JR_HL_4207.jpg,Cherry__healthy,5
data/dataset_filtered\Grape__black_measles\6dde4150-9c70-4d59-87b7-e1bc8fe0a7ad___FAM_B.Msls_1081.jpg,Grape__black_measles,11
data/dataset_filtered\Pepper__bell___Bacterial_spot\df70c605-70e2-4850-862a-a9d13d7e14f2___NREC_B.Spot_9137.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust827.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Potato___Late_Blight\9631fd8f-244c-4047-98e4-aecc907624c1___RS_LB_4573.jpg,Potato___Late_Blight,24
data/dataset_filtered\Strawberry__healthy\0db3e0a5-45c6-4cb4-96ec-943862dad781___RS_HL_1817.jpg,Strawberry__healthy,33
data/dataset_filtered\Soybean__caterpillar\caterpillar_(2253).jpg,Soybean__caterpillar,28
data/dataset_filtered\Tomato__late_blight\0334d40b-d880-442f-a7db-e5c85a2e0bed___RS_Late.B_6367.jpg,Tomato__late_blight,43
data/dataset_filtered\Cherry__healthy\a1aa7963-d10f-429f-8265-d4d4e5b97b9b___JR_HL_9689.jpg,Cherry__healthy,5
data/dataset_filtered\Grape__black_measles\16f6fbf7-e440-47c4-880c-84bf5920b6d2___FAM_B.Msls_1080.jpg,Grape__black_measles,11
data/dataset_filtered\Strawberry__healthy\515.jpg,Strawberry__healthy,33
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_112523.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Grape__black_measles\d35a873e-fa01-4c28-9140-f46a37ef1e59___FAM_B.Msls_0895.jpg,Grape__black_measles,11
data/dataset_filtered\Rice___Neck_Blast\IMG20201109165512_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Cherry__healthy\9e159df4-2951-459d-850a-bd822b9faf9b___JR_HL_4023.jpg,Cherry__healthy,5
data/dataset_filtered\Rice___Healthy\IMG_20190419_164304.jpg,Rice___Healthy,25
data/dataset_filtered\Tomato__healthy\freshTomato_(317).png,Tomato__healthy,42
data/dataset_filtered\Corn___Common_Rust\image_(977).jpg,Corn___Common_Rust,7
data/dataset_filtered\Cherry__healthy\3e7341dd-0dfa-43f4-ab70-9827f6669506___JR_HL_9609.jpg,Cherry__healthy,5
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust721.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Soybean__caterpillar\caterpillar_(2288).jpg,Soybean__caterpillar,28
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(595).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Tomato__late_blight\7076ebe9-be52-4b6e-a667-a3ce940a0cbc___RS_Late.B_5392.jpg,Tomato__late_blight,43
data/dataset_filtered\Tomato_Late_blight\cd74e79e-b798-4eec-8e3a-1c06a1da37f2___GHLB2_Leaf_8534.jpg,Tomato_Late_blight,36
data/dataset_filtered\Tomato__late_blight\9191536b-0dd5-4c85-935a-37fdab6e4fab___RS_Late.B_6042.jpg,Tomato__late_blight,43
data/dataset_filtered\Rice___Healthy\IMG_20190424_132223.jpg,Rice___Healthy,25
data/dataset_filtered\Mango__healthy\freshMango_(320).jpg,Mango__healthy,16
data/dataset_filtered\Soybean__caterpillar\caterpillar_(2444).jpg,Soybean__caterpillar,28
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust099.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Tomato_Septoria_leaf_spot\b77f34e1-6fa3-41d6-aea9-b11b8e7e3a04___Matt.S_CG_0955.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Strawberry___leaf_scorch\9bcdfc47-e072-4c08-9211-906177a22020___RS_L.Scorch_1179.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Apple__Healthy\freshApple_(636).png,Apple__Healthy,0
data/dataset_filtered\Tomato_Bacterial_spot\8173d1ee-3fb4-493d-80d2-73ff608b8467___UF.GRC_BS_Lab_Leaf_0501.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Grape__black_rot\Grape_Black_rot1064.jpg,Grape__black_rot,12
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(938).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Banana__Healthy\Banana__Healthy_augmented_253.jpg,Banana__Healthy,3
data/dataset_filtered\Wheat___Healthy\Healthy1150.jpg,Wheat___Healthy,48
data/dataset_filtered\Strawberry__healthy\freshStrawberry_(181).jpg,Strawberry__healthy,33
data/dataset_filtered\Mango__Rotten\931.jpg,Mango__Rotten,15
data/dataset_filtered\Potato__Healthy\freshPotato_(326).jpg,Potato__Healthy,22
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_132126.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust880.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Potato__Healthy\freshPotato_(402).jpg,Potato__Healthy,22
data/dataset_filtered\Potato___Early_blight\7ba072ea-9bb3-4b5e-8fff-82758ff3f722___RS_Early.B_8262.jpg,Potato___Early_blight,23
data/dataset_filtered\Pepper__bell___healthy\a953b824-54ed-49eb-8d83-d1e491fcc18f___JR_HL_5863.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Mango__healthy\freshMango_(366).jpg,Mango__healthy,16
data/dataset_filtered\Apple__Healthy\94e40c05-1631-42bc-99b8-ec4afafd8d7b___RS_HL_5710.jpg,Apple__Healthy,0
data/dataset_filtered\Tomato__healthy\5044fab8-1e1b-4f9c-a477-3ee8497d0c75___RS_HL_0287.jpg,Tomato__healthy,42
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\7b2c7c27-0773-4a19-a834-f196edbf5217___FAM_L.Blight_0811.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Apple__Healthy\rotated_by_60_Screen_Shot_2018-06-08_at_5.04.05_PM.png,Apple__Healthy,0
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust079.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Cherry__healthy\1c802208-2e7f-45cc-9027-3c1edb5098aa___JR_HL_9634.jpg,Cherry__healthy,5
data/dataset_filtered\Mango__healthy\healthy_057.jpg,Mango__healthy,16
data/dataset_filtered\Pepper__bell___Bacterial_spot\e348be18-797b-48ab-856a-3e58bde6c874___JR_B.Spot_3229.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Tomato_Late_blight\02790384-a589-421b-8695-693e77970418___GHLB2_Leaf_8920.jpg,Tomato_Late_blight,36
data/dataset_filtered\Grape__black_rot\grape_black_rot8071.jpg,Grape__black_rot,12
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust809.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Banana__Rotten\Screen_Shot_2018-06-12_at_9.20.56_PM.png,Banana__Rotten,4
data/dataset_filtered\Tomato_Late_blight\4fd803b3-c615-4d9e-9bee-54766b05672e___RS_Late.B_5002.jpg,Tomato_Late_blight,36
data/dataset_filtered\Potato__Healthy\144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL_5376.jpg,Potato__Healthy,22
data/dataset_filtered\Tomato_Leaf_Mold\09e0ad88-2008-4558-b870-8d06b82a7203___Crnl_L.Mold_6756.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Banana__Rotten\rotated_by_30_Screen_Shot_2018-06-12_at_9.07.39_PM.png,Banana__Rotten,4
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust251.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Cucumber__healthy\IMG20200629183003.jpg,Cucumber__healthy,10
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust149.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(196).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(1142).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Orange__Rotten\translation_Screen_Shot_2018-06-12_at_11.26.28_PM.png,Orange__Rotten,18
data/dataset_filtered\Rice___Healthy\IMG_20190419_171211.jpg,Rice___Healthy,25
data/dataset_filtered\Potato___Late_Blight\8f93f47b-2ee7-482b-9e18-20af5eb98d79___RS_LB_4889.jpg,Potato___Late_Blight,24
data/dataset_filtered\Rice___Healthy\IMG_20190419_113417.jpg,Rice___Healthy,25
data/dataset_filtered\Wheat___Healthy\Healthy693.jpg,Wheat___Healthy,48
data/dataset_filtered\Tomato__healthy\freshTomato_(102).png,Tomato__healthy,42
data/dataset_filtered\Banana__Rotten\rottenBanana_(187).jpg,Banana__Rotten,4
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust468.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Mango__Rotten\703.jpg,Mango__Rotten,15
data/dataset_filtered\Tomato__healthy\148e32de-8876-45d9-92c5-43c17d7292fa___RS_HL_0189.jpg,Tomato__healthy,42
data/dataset_filtered\Corn___Common_Rust\image_(849).jpg,Corn___Common_Rust,7
data/dataset_filtered\Tomato__healthy\freshTomato_(274).jpg,Tomato__healthy,42
data/dataset_filtered\Potato___Late_Blight\5609c5d1-b66b-4dba-863a-5b3aab384151___RS_LB_3303.jpg,Potato___Late_Blight,24
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(111).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust224.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Wheat___Healthy\Healthy202.jpg,Wheat___Healthy,48
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\ca0e596c-5be9-4e44-b4b7-6b503fbf9571___FAM_L.Blight_4850.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Tomato__target_spot\e92997f6-dbc1-41b2-a369-df791b3150ce___Com.G_TgS_FL_0649.jpg,Tomato__target_spot,45
data/dataset_filtered\Pepper__bell___Bacterial_spot\46414704-3483-4a44-b786-6b8ee1814ed7___NREC_B.Spot_9133.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Peach__bacterial_spot\01ba711d-8d26-4be8-994d-09f5b02fcbe9___Rut._Bact.S_3390.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Mango__healthy\freshMango_(119).png,Mango__healthy,16
data/dataset_filtered\Tomato__healthy\freshTomato_(210).jpg,Tomato__healthy,42
data/dataset_filtered\Tomato__target_spot\0f9aa748-57f0-4b14-98c0-b9c1966badc9___Com.G_TgS_FL_9854.jpg,Tomato__target_spot,45
data/dataset_filtered\Grape__black_measles\97822070-4ab0-4640-87cc-0b847203e371___FAM_B.Msls_1055.jpg,Grape__black_measles,11
data/dataset_filtered\Apple__scab\9082fc1b-6621-48be-9953-50d3de9a6661___FREC_Scab_3065.jpg,Apple__scab,2
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\569dd1a8-f508-4b9a-876d-cad61695e163___FAM_L.Blight_4629.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\7b4fd948-7a52-45fd-8733-a426128d4959___UF.GRC_YLCV_Lab_01300.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Grape__healthy\2535a8a8-1676-482d-bf8e-6f4c54f87fc6___Mt.N.V_HL_6080.jpg,Grape__healthy,13
data/dataset_filtered\Tomato_Septoria_leaf_spot\f4e9db97-3802-4b3c-8474-17aeaa385bb3___Matt.S_CG_1399.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Grape__healthy\FreshGrape_(27).jpg,Grape__healthy,13
data/dataset_filtered\Cucumber__healthy\photo_2020-06-28_00-09-51.jpg,Cucumber__healthy,10
data/dataset_filtered\Apple__Rotten\rotated_by_45_Screen_Shot_2018-06-08_at_2.52.43_PM.png,Apple__Rotten,1
data/dataset_filtered\Strawberry__Rotten\rottenStrawberry_(127).jpg,Strawberry__Rotten,31
data/dataset_filtered\Soybean__healthy\b86d7257-5705-432b-951d-56a0c43f87a0___RS_HL_4973.jpg,Soybean__healthy,30
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\e1d723d5-d1dc-4116-9940-1b3e68d7e14b___Com.G_SpM_FL_1553.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Apple__scab\162d8ca4-7cd3-46f1-904f-09721df3e498___FREC_Scab_3336.jpg,Apple__scab,2
data/dataset_filtered\Grape__black_rot\grape_black_rot7726.jpg,Grape__black_rot,12
data/dataset_filtered\Tomato_Early_blight\3b3193c5-e717-4b40-b450-7ee5c6e22d1a___RS_Erly.B_9382.jpg,Tomato_Early_blight,35
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\8ed09c19-b193-4134-94df-b1491c5f2daf___FAM_L.Blight_4721.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\46d87c09-e901-456b-877c-5ac724bfcd21___YLCV_GCREC_2360.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Grape__black_measles\4d6eb77b-13c3-4659-b241-ca60be843936___FAM_B.Msls_4177.jpg,Grape__black_measles,11
data/dataset_filtered\Corn___Healthy\image_(1097).jpg,Corn___Healthy,8
data/dataset_filtered\Tomato__late_blight\a0616fa9-80fb-497d-8791-a9689aecb27f___GHLB2_Leaf_150.2.jpg,Tomato__late_blight,43
data/dataset_filtered\Pepper__bell___Bacterial_spot\20531434-4064-4aeb-a839-d3bcfe0ecb3e___NREC_B.Spot_9104.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Banana__Healthy\Banana__Healthy_augmented_190.jpg,Banana__Healthy,3
data/dataset_filtered\Tomato_Leaf_Mold\bcab5afc-96ce-4b88-8801-8e905b783ef3___Crnl_L.Mold_9094.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Tomato_Early_blight\52082b15-4350-415a-be8c-bb0e0fc3ab88___RS_Erly.B_6332.jpg,Tomato_Early_blight,35
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(449).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Cherry__healthy\788d7aee-82f5-48ec-9d4a-3d10e730d302___JR_HL_9520.jpg,Cherry__healthy,5
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(1308).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Grape__healthy\0e599f33-3a12-462e-adc1-b47a0d1fc6d8___Mt.N.V_HL_9126.jpg,Grape__healthy,13
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust930.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust202.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Soybean__healthy\101f29d9-0abe-4bfd-82af-2dc6c2f02d37___RS_HL_7308.jpg,Soybean__healthy,30
data/dataset_filtered\Orange__Healthy\saltandpepper_Screen_Shot_2018-06-13_at_12.18.23_AM.png,Orange__Healthy,17
data/dataset_filtered\Mango__healthy\559.jpg,Mango__healthy,16
data/dataset_filtered\Apple__Healthy\7b236824-defb-40ae-8f83-76c00cf8b822___RS_HL_6222.jpg,Apple__Healthy,0
data/dataset_filtered\Pepper__bell___Bacterial_spot\64c23fb9-51a0-4690-bed5-47ab3af8c294___JR_B.Spot_9072.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Pepper__bell___Bacterial_spot\7fb9aaff-6871-44f7-8957-e0c05fee5e2d___NREC_B.Spot_9140.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Soybean__healthy\c6599df4-78b4-4056-a211-9d765e8029a1___RS_HL_3446.jpg,Soybean__healthy,30
data/dataset_filtered\Potato__Healthy\b925ad3e-fc49-497d-a6eb-115f0de20800___RS_HL_4170.jpg,Potato__Healthy,22
data/dataset_filtered\Banana__Healthy\Banana__Healthy_augmented_335.jpg,Banana__Healthy,3
data/dataset_filtered\Soybean__healthy\43c04ad9-5f2e-4375-aaeb-96f5b2a6dd61___RS_HL_6393.jpg,Soybean__healthy,30
data/dataset_filtered\Rice___Neck_Blast\IMG20201109164502_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Strawberry__Rotten\887.jpg,Strawberry__Rotten,31
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust340.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Tomato_Late_blight\2d583f2c-3e59-4c4c-be45-5f367a38af95___GHLB2_Leaf_8724.jpg,Tomato_Late_blight,36
data/dataset_filtered\Pepper__bell___Bacterial_spot\c7960681-a0d4-428c-a9c7-a12a6d7ea973___JR_B.Spot_8924.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Pepper__bell___healthy\826b3128-7265-4218-8eb1-887aa4a53b83___JR_HL_7916.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust123.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Mango__Rotten\357.jpg,Mango__Rotten,15
data/dataset_filtered\Strawberry__healthy\a164ad90-be59-4ed8-948e-4b734e926490___RS_HL_4645.jpg,Strawberry__healthy,33
data/dataset_filtered\Orange__Rotten\rotated_by_45_Screen_Shot_2018-06-12_at_11.41.48_PM.png,Orange__Rotten,18
data/dataset_filtered\Potato___Late_Blight\0201bf8e-27e3-4c92-ae97-2fb4f665b5d3___RS_LB_4320.jpg,Potato___Late_Blight,24
data/dataset_filtered\Tomato__bacterial_spot\dd6e2b14-f790-452a-b810-a667064a8699___GCREC_Bact.Sp_5632.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Tomato__target_spot\f6f8f785-0d6e-4b6a-a206-68c65dcf9bc4___Com.G_TgS_FL_9669.jpg,Tomato__target_spot,45
data/dataset_filtered\Corn___Healthy\image_(716).jpg,Corn___Healthy,8
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\887a71d2-e084-4498-95e4-6034257cee62___UF.GRC_YLCV_Lab_01463.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Corn___Common_Rust\image_(630).jpg,Corn___Common_Rust,7
data/dataset_filtered\Soybean__healthy\1b97e6a7-314e-4c9b-8993-f79a1f6982cd___RS_HL_7256.jpg,Soybean__healthy,30
data/dataset_filtered\Peach__bacterial_spot\242f4f34-90c7-44a9-a746-4a34d667617c___Rutg._Bact.S_2085.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Wheat___Healthy\Healthy285.jpg,Wheat___Healthy,48
data/dataset_filtered\Tomato__septoria_leaf_spot\5f021626-60b3-40a4-8c2c-11a53d93b0ca___Matt.S_CG_7586.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Cherry__powdery_mildew\a6d1f85a-bb21-40d2-822e-aa603d8b2a65___FREC_Pwd.M_4541.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Peach__bacterial_spot\1e76ff49-acff-48c5-95f2-f6c94a95bd28___Rut._Bact.S_1293.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Corn___Common_Rust\image_(534).jpg,Corn___Common_Rust,7
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust986.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Soybean__caterpillar\caterpillar_(1380).jpg,Soybean__caterpillar,28
data/dataset_filtered\Mango__Rotten\aspergillus_112.jpg,Mango__Rotten,15
data/dataset_filtered\Potato__Healthy\freshPotato_(425).jpg,Potato__Healthy,22
data/dataset_filtered\Tomato__healthy\b5f50782-f831-4b0c-821d-3d60879b4758___RS_HL_0064.jpg,Tomato__healthy,42
data/dataset_filtered\Cherry__healthy\c9c77d66-5410-4974-be51-16a22f16a1e7___JR_HL_3995.jpg,Cherry__healthy,5
data/dataset_filtered\Tomato__bacterial_spot\79466870-1413-4b75-93e6-31b827cfa3ac___GCREC_Bact.Sp_6043.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Tomato__target_spot\3da42883-92e8-48db-9203-35799eadd260___Com.G_TgS_FL_9739.jpg,Tomato__target_spot,45
data/dataset_filtered\Orange__Healthy\Screen_Shot_2018-06-13_at_12.01.36_AM.png,Orange__Healthy,17
data/dataset_filtered\Corn___Common_Rust\image_(802).jpg,Corn___Common_Rust,7
data/dataset_filtered\Cucumber__healthy\IMG20200629182856_01.jpg,Cucumber__healthy,10
data/dataset_filtered\Tomato_Late_blight\8dff4125-96c2-44fc-bd3f-734fa57621ba___RS_Late.B_5025.jpg,Tomato_Late_blight,36
data/dataset_filtered\Apple__Healthy\freshApple_(222).jpg,Apple__Healthy,0
data/dataset_filtered\Apple__Healthy\saltandpepper_Screen_Shot_2018-06-08_at_5.04.31_PM.png,Apple__Healthy,0
data/dataset_filtered\Tomato_Late_blight\e6703c22-86f7-4bdf-9733-072180761976___RS_Late.B_5522.jpg,Tomato_Late_blight,36
data/dataset_filtered\Potato___Early_blight\f980fef9-bcf5-47fd-8426-2c503dc35f88___RS_Early.B_6745.jpg,Potato___Early_blight,23
data/dataset_filtered\Orange__Healthy\rotated_by_15_Screen_Shot_2018-06-13_at_12.16.45_AM.png,Orange__Healthy,17
data/dataset_filtered\Cherry__healthy\ca1aebd1-8b31-4727-a4be-e1a8f421f1cf___JR_HL_9893_copy.jpg,Cherry__healthy,5
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\77c0be99-db82-465e-a73d-1e19fdfa75e2___Com.G_SpM_FL_1456.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Apple__scab\4b4b59d5-3c6d-4ce5-b349-616fecb850ff___FREC_Scab_3447.jpg,Apple__scab,2
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust1101.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Apple__scab\23f31e0d-3330-4752-9f83-8aba28c90ccb___FREC_Scab_3178.jpg,Apple__scab,2
data/dataset_filtered\Peach__bacterial_spot\2bcd1e4f-1b3b-47c6-8845-6687a225d79c___Rutg._Bact.S_1417.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Potato___Early_blight\6ad3d424-3e81-4b18-a029-4a20884c4ada___RS_Early.B_8380.jpg,Potato___Early_blight,23
data/dataset_filtered\Tomato_Bacterial_spot\1975c2af-b85a-48d6-9b03-c7fcb5e0bcae___UF.GRC_BS_Lab_Leaf_0558.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Corn___Healthy\image_(42).jpg,Corn___Healthy,8
data/dataset_filtered\Tomato__septoria_leaf_spot\8bf151ef-d3ca-47f9-b2d0-685ba9c5f229___Matt.S_CG_1453.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Cherry__healthy\d63ff958-ad62-4c9d-9712-6a99d1de1e2e___JR_HL_4090.jpg,Cherry__healthy,5
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(191).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Soybean__healthy\8f1ff646-db74-4924-abe8-373894711d26___RS_HL_5701.jpg,Soybean__healthy,30
